Building,Room,Type,Size,Affiliation,Theme
WILF,E405,QUAD,580,Upperclass,Independent
WITHERSPOON,6,SINGLE,169,Rockefeller,
WITHERSPOON,12,SINGLE,109,Rockefeller,
WITHERSPOON,101,DOUBLE,244,Rockefeller,
WITHERSPOON,102,SINGLE,119,Rockefeller,
WITHERSPOON,104,QUAD,593,Rockefeller,
WITHERSPOON,105,DOUBLE,190,Rockefeller,
WITHERSPOON,106,DOUBLE,172,Rockefeller,
WITHERSPOON,114,SINGLE,107,Rockefeller,
WITHERSPOON,115,DOUBLE,190,Rockefeller,
WITHERSPOON,117,QUAD,610,Rockefeller,
WITHERSPOON,121,SINGLE,115,Rockefeller,
WITHERSPOON,122,DOUBLE,243,Rockefeller,
WITHERSPOON,201,QUAD,510,Rockefeller,
WITHERSPOON,217,QUAD,618,Rockefeller,
WITHERSPOON,303,QUAD,650,Rockefeller,
WITHERSPOON,306,SINGLE,113,Rockefeller,
WITHERSPOON,310,SINGLE,112,Rockefeller,
WITHERSPOON,312,SINGLE,116,Rockefeller,
WITHERSPOON,317,QUAD,654,Rockefeller,
WITHERSPOON,403,QUAD,650,Rockefeller,
WITHERSPOON,501,QUAD,532,Rockefeller,
WITHERSPOON,503,QUAD,657,Rockefeller,
WITHERSPOON,504,DOUBLE,197,Rockefeller,
WITHERSPOON,505,DOUBLE,233,Rockefeller,
WITHERSPOON,506,SINGLE,117,Rockefeller,
WITHERSPOON,509,DOUBLE,224,Rockefeller,
WITHERSPOON,510,SINGLE,116,Rockefeller,
WITHERSPOON,515,DOUBLE,227,Rockefeller,
WITHERSPOON,517,QUAD,665,Rockefeller,
WRIGHT,10,TRIPLE,448,Upperclass,
WRIGHT,11,TRIPLE,448,Upperclass,
WRIGHT,20,TRIPLE,435,Upperclass,
WRIGHT,21,DOUBLE,238,Upperclass,
WRIGHT,31,TRIPLE,425,Upperclass,
WRIGHT,32,TRIPLE,459,Upperclass,
WRIGHT,301,QUAD,632,Upperclass,
WRIGHT,304,DOUBLE,319,Upperclass,
WRIGHT,305,SINGLE,149,Upperclass,
WRIGHT,306,DOUBLE,423,Upperclass,
WRIGHT,401,DOUBLE,433,Upperclass,
WRIGHT,402,SINGLE,193,Upperclass,
WRIGHT,403,SINGLE,174,Upperclass,
WRIGHT,406,SINGLE,179,Upperclass,
WRIGHT,407,TRIPLE,429,Upperclass,
YOSELOFF,A107,SINGLE,139,Butler,
YOSELOFF,A113,QUAD,653,Butler,
YOSELOFF,A115,QUAD,522,Butler,
YOSELOFF,A202,QUAD,580,Butler,
YOSELOFF,A203,QUAD,580,Butler,
YOSELOFF,A205,SINGLE,138,Butler,
YOSELOFF,A207,SINGLE,139,Butler,
YOSELOFF,A208,QUAD,580,Butler,
YOSELOFF,A211,SINGLE,343,Butler,
YOSELOFF,A213,QUAD,580,Butler,
